listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,establish_year,legal_status,listing_desc,location_x,location_y,location_desc,season_month_start,season_month_end,season_month,season_month_1,season_month_2,season_month_3,season_month_4,season_month_5,season_month_6,season_month_7,season_month_8,season_month_9,season_month_10,season_month_11,season_month_12,products,products_1,products_2,products_3,products_5,products_6,products_8,products_9,products_10,products_11,products_12,products_13,products_14,products_15,products_16,products_17,products_18,products_19,products_21,products_22,products_23,products_25,products_26,products_27,products_28,products_29,products_30,products_888,products_otherdesc,productslocality_fruits,productslocality_vegetables,productslocality_bakedgoods,productslocality_canfood,productslocality_coffee,productslocality_flowers,productslocality_dairyproducts,productslocality_beans,productslocality_eggs,productslocality_seafood,productslocality_herbs,productslocality_grains,productslocality_greenproducts,productslocality_honey,productslocality_juices,productslocality_mapleproducts,productslocality_mushrooms,productslocality_nuts,productslocality_petfood,productslocality_meat,productslocality_redmeat,productslocality_soap,productslocality_tofu,productslocality_trees,productslocality_wildproducts,productslocality_wine,productslocality_other,service_procurement,service_procurement_1,service_procurement_2,service_procurement_888,service_procurement_other_desc,service_opservice,service_opservice_1,service_opservice_2,service_opservice_3,service_opservice_4,service_opservice_5,service_opservice_6,service_opservice_7,service_opservice_8,service_opservice_9,service_opservice_10,service_opservice_11,service_opservice_12,service_opservice_13,service_opservice_11_desc,service_opservice_12_desc,service_opservice_13_desc,service_producer,service_producer_1,service_producer_2,service_producer_3,service_producer_4,service_producer_5,service_producer_6,service_producer_7,service_producer_8,service_producer_9,service_producer_10,service_producer_11,service_producer_12,service_producer_10_desc,service_producer_11_desc,service_producer_12_desc,service_community,service_community_1,service_community_5,service_community_6,service_community_7,service_community_8,service_community_9,service_community_10,service_community_11,service_community_12,service_community_13,service_community_14,service_community_15,service_community_16,service_community_14_desc,service_community_15_desc,service_community_16_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_15,specialproductionmethods_16,specialproductionmethods_888,specialproductionmethods_other_desc,specialproductionmethods_gap_certify_entity,saleschannel_wholesale,saleschannel_wholesale_1,saleschannel_wholesale_2,saleschannel_wholesale_3,saleschannel_wholesale_4,saleschannel_wholesale_5,saleschannel_wholesale_6,saleschannel_wholesale_7,saleschannel_wholesale_8,saleschannel_wholesale_9,saleschannel_wholesale_10,saleschannel_wholesale_11,saleschannel_wholesale_12,saleschannel_wholesale_13,saleschannel_wholesale_14,saleschannel_wholesale_15,saleschannel_wholesale_16,saleschannel_wholesale_17,saleschannel_wholesale_15_desc,saleschannel_wholesale_16_desc,saleschannel_wholesale_17_desc,saleschannel_retail,saleschannel_retail_1,saleschannel_retail_2,saleschannel_retail_3,saleschannel_retail_4,saleschannel_retail_5,saleschannel_retail_6,saleschannel_retail_7,saleschannel_retail_8,saleschannel_retail_9,saleschannel_retail_10,saleschannel_retail_8_desc,saleschannel_retail_9_desc,saleschannel_retail_10_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc
500198,2019-09-06 11:37:50,Greenmarket Co.,"660 Casanova Street, Bronx , New York 10474",,,,,,,,,,,,,,,,,,,,,2012,Non-Profit;,,-73.889799,40.813503,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Wild harvested forest products;,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Exclusively non-local;,Exclusively non-local;,,,,,,Exclusively local;,Exclusively local;,,Exclusively non-local;,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,,,,,,,,Exclusively local;,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Transportation services;,1,0,0,0,0,0,0,0,1,0,0,0,,,,Paid employment opportunities for youth;Nutrition/cooking education;Food donations to local food pantries/banks;,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Small independent grocery stores;Food retail cooperatives;Restaurants;Food processors;Pre-K food service;K-12 school food service;Senior care facilities;Nonprofit organizations;,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,Nonprofit organizations,,,Buying clubs;Farm stands;,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500199,2019-12-13 09:43:14,Seasonal Harvest LLC,"5291 Cottonwood Lane, De Pere, Wisconsin 54115",,,,,,,,,,,,,,,,,,,,,2018,LLC;,,-88.042931,44.410323,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Honey;Maple products;Mushrooms;Wild harvested forest products;,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Exclusively non-local;,Exclusively local;,,,,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,,Exclusively local;,,Exclusively local;,Exclusively local;,,,,,,,,Exclusively local;,,,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;Packaging/Repackaging;Product storage;Cutting;Freeze Drying;,1,0,1,0,0,1,1,0,0,1,1,0,0,Freeze Drying,,,Marketing/promotional services;Branding/labeling products;Transportation services;,1,1,0,0,0,0,0,0,1,0,0,0,,,,Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,"Non-Certified, but Practicing Organic;Pasture-raised/free-range animals;",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Restaurants;Caterers/bakeries;K-12 school food service;,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,Local Sports Teams;,0,0,0,0,0,0,0,1,0,0,Local Sports Teams,,,,,,,,,,,,,,,0,0,0,0,,
500200,2020-01-23 17:44:35,Desert Spoon Food Hub,"2001 South Valley Drive, Las Cruces , New Mexico 88005",,,,,,,,,,,,,,,,,,,,,2015,Non-Profit;,,-106.77536,32.2872374,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Packaging/Repackaging;Product storage;Cutting;,1,0,1,0,0,1,1,0,0,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Transportation services;,1,1,0,1,1,0,0,0,1,0,0,0,,,,Nutrition/cooking education;Operating a mobile market;Subsidized farm shares;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,1,1,0,1,1,0,0,0,,,,"Non-Certified, but Practicing Organic;No antibiotics;Grass Fed;Pasture-raised/free-range animals;",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"Non-Certified, but practicing Good Agricultural Practices",,Large supermarkets/supercenters;Small independent grocery stores;Restaurants;Caterers/bakeries;K-12 school food service;Hospitals;,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,,,,On-line store;Food hub's own retail storefront;Farmers markets;,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500201,2020-03-11 12:31:33,North Star Food Hub,"4012 Center St, Lyons Falls, New York 13368",,,,,,,,,,,,,,,,,,,,,2018,Non-Profit;,,-75.360946,43.6185628,Food hub shares a warehouse and some staff with Black River Valley Natural creamery. The warehouse is owned by the county as part of their redevelopment of the former paper mill site.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively non-local;,Exclusively local;,Exclusively non-local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,,,,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;Brokering;Packaging/Repackaging;Product storage;,1,0,1,1,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Liability insurance;Transportation services;,1,1,0,1,1,0,1,1,1,0,0,0,,,,Nutrition/cooking education;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Food processors;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500202,2020-03-16 08:28:05,Turnrow Appalachian Farm Collective,"804 Industrial Park Rd., Lewisburg, West Virginia 24951",,,,,,,,,,,,,,,,,,,,,2018,Non-Profit;,,-80.39872,37.863787,North side of large industrial building. Second loading dock after doctors' offices.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,,,,Sell on a consignment basis;,0,1,0,,Aggregation;Production;Distribution;Packaging/Repackaging;Product storage;Freezing;Cutting;,1,1,1,0,0,1,1,0,1,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Multiple aggregation/distribution sites throughout service area.;,1,1,1,1,1,0,1,0,0,1,0,0,Multiple aggregation/distribution sites throughout service area.,,,Paid employment opportunities for youth;Nutrition/cooking education;Operating a mobile market;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,1,1,0,0,0,1,0,1,1,1,0,0,0,,,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Good Agricultural Practices (GAP)-Certified;No antibiotics;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;American Grassfed/finished Association;",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,American Grassfed/finished Association,Non-USDA certifying entity;,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,On-line store;,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500203,2020-04-06 13:07:56,Puget Sound Food Hub Cooperative,"15612 Best Rd, Mt Vernon, Washington 98273",,,,,,,,,,,,,,,,,,,,,2016,Producer Cooperative;,,-122.44452,48.418885,"On the corner of Best and Mclein, next to Christiansen's Nursery",2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Wine/spirits/beer/hard cider;,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,,,Exclusively local;,Exclusively local;,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Transportation services;,1,1,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,Buying clubs;On-line store;,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500204,2020-04-19 16:28:15,Catawba Farm and Food Coalition,"111 Columbia Street, Chester, South Carolina 29706",,,,,,,,,,,,,,,,,,,,,2017,Non-Profit;,,-81.213871,34.703881,Chester Farmers and Artisans Market building next to city hall. There are paintings hanging on the side of the building.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,,,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Aggregation;Distribution;Shared use kitchen;Packaging/Repackaging;Product storage;Freezing;,1,0,1,0,1,1,1,0,1,0,0,0,0,,,,Marketing/promotional services;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;,1,0,0,1,1,0,1,0,1,0,0,0,,,,Nutrition/cooking education;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,0,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Small independent grocery stores;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Government/corporate cafeterias;,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,On-line store;Farmers markets;,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500205,2020-04-21 15:28:35,Beck and Bulow,"1336 Jorgensen Lane, Santa Fe , New Mexico 87507",,,,,,,,,,,,,,,,,,,,,2017,LLC;,,-105.98848,35.6588499,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Red/other non-poultry meat and products;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Exclusively non-local;,,,,,,,Take ownership of the product;,1,0,0,,Production;Distribution;Product storage;,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,Branding/labeling products;Transportation services;,0,1,0,0,0,0,0,0,1,0,0,0,,,,Nutrition/cooking education;Operating a mobile market;Education programs for institutions;Community awareness programs;,0,1,0,0,0,1,0,1,1,0,0,0,0,,,,"Non-Certified, but Practicing Organic;No antibiotics;Grass Fed;Pasture-raised/free-range animals;",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,"Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Colleges/Universities;Hospitals;",0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,On-line store;CSA shares;Farmers markets;Mobile retail units/food trucks;,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500206,2020-04-24 17:33:58,World Farmers,"769 Main Street, Lancaster, Massachusetts 01523",,,,,,,,,,,,,,,,,,,,,2010,Non-Profit;,,-71.673380,42.4564599,,2021-05,2021-11,May to November,0,0,0,0,1,1,1,1,1,1,1,0,Fresh vegetables;Herbs;Grains/flour;,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Exclusively local;,,,,,,,,,Exclusively local;,Exclusively local;,,,,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Shared use kitchen;Packaging/Repackaging;Product storage;Freezing;,1,1,1,0,1,1,1,0,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Liability insurance;Transportation services;,1,1,1,1,1,0,1,1,1,0,0,0,,,,Paid employment opportunities for youth;Subsidized farm shares;Community awareness programs;,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,"Non-Certified, but Practicing Organic;Integrated pest management;",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Small independent grocery stores;Corner stores, bodegas;Restaurants;Distributors;K-12 school food service;",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,CSA shares;,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,
500207,2020-04-28 10:45:20,Freshlist,"1300 Pegram St, Charlotte, North Carolina 28205",,,,,,,,,,,,,,,,,,,,,2015,LLC;,,-80.817012,35.2284947,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,,,Exclusively local;,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Packaging/Repackaging;Product storage;,1,0,1,0,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Business management services/guidance;Liability insurance;,1,0,0,0,1,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Good Agricultural Practices (GAP)-Certified;No antibiotics;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,,USDA certifying entity;,"Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,Buying clubs;On-line store;,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500208,2020-06-01 11:35:16,McCutcheon's Apple Products,"13 S. Wisner St., Frederick , Maryland 21701",,,,,,,,,,,,,,,,,,,,,1938,LLC;,,-77.404120,39.412385,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Honey;Juices/non-alcoholic ciders;,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,,,,,,,Exclusively local;,Exclusively local;,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Distribution;Packaging/Repackaging;Canning;,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;,1,1,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,
500209,2020-07-31 16:06:47,Profound Foods,", Lucas, Texas",,,,,,,,,,,,,,,,,,,,,2018,LLC;,,-96.576657,33.0842854,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Green household products;Honey;Mushrooms;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;meal kits;,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,meal kits,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,,,,Exclusively local;,Exclusively local;,,,Exclusively local;,,Exclusively local;,Sell on a consignment basis;,0,1,0,,Aggregation;Production;Distribution;Packaging/Repackaging;Product storage;Freezing;,1,1,1,0,0,1,1,0,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Business management services/guidance;Food safety/GAP Training;,1,1,1,0,1,0,1,0,0,0,0,0,,,,Nutrition/cooking education;Meal preparation;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,1,0,0,0,0,1,1,1,0,0,0,,,,"Non-Certified, but Practicing Organic;No antibiotics;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,,,Small independent grocery stores;Restaurants;Caterers/bakeries;,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,On-line store;Farmers markets;,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,
500210,2020-08-04 17:57:47,Appalachian Food Works,", STATE COLLEGE, Pennsylvania 16801",,,,,,,,,,,,,,,,,,,,,2018,Non-Profit;,,-77.860001,40.7933949,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Honey;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;Brokerage with fee in few cases;,1,0,1,Brokerage with fee in few cases,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Business management services/guidance;Transportation services;,1,0,0,0,1,0,0,0,1,0,0,0,,,,Nutrition/cooking education;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Restaurants;Caterers/bakeries;Direct Retail through application;,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Direct Retail through application,,,On-line store;Direct Wholesale;,0,1,0,0,0,0,0,1,0,0,Direct Wholesale,,,,,,,,,,,,,,,0,0,0,0,,
